accession_number,report_date,url,issuer,class,cusip,value,shares,share_type,discretion,voting_sole,voting_shared,voting_none
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,GXO LOGISTICS INCORPORATED,COMMON STOCK,36262G101,7339090,150700,SH,SOLE,150700,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HEALTH CATALYST INC,COM,42225T107,7489810,1986687,SH,SOLE,1986687,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HESS CORP,COM,42809H107,1060144793,7652265,SH,SOLE,7516775,0,135490
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HEWLETT PACKARD ENTERPRISE C,COM,42824C109,486807897,23804787,SH,SOLE,23089857,0,714930
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HP INC,COM,40434L105,456032727,18644020,SH,SOLE,17827380,0,816640
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HUBSPOT INC,COM,443573100,17895655,32150,SH,SOLE,32150,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HUMANA INC,COM,444859102,24606912,100650,SH,SOLE,100650,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,HUNT J B TRANS SVCS INC,COM,445658107,92020316,640810,SH,SOLE,640810,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IBOTTA INC,CLASS A COM SHS,451051106,4391085,119975,SH,SOLE,119975,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IDEX CORP,COM,45167R104,86635193,493451,SH,SOLE,467571,0,25880
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ILLUMINA INC,COM,452327109,186860390,1958499,SH,SOLE,1818869,0,139630
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IMAX CORP,COM,45245E109,21014792,751602,SH,SOLE,751602,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IMMUNOCORE HLDGS PLC,ADS,45258D105,118348857,3771474,SH,SOLE,3745814,0,25660
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IMMUNOME INC,COM,45257U108,28087953,3020210,SH,SOLE,3020210,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,INDIE SEMICONDUCTOR INC,CLASS A COM,45569U101,103810226,29160176,SH,SOLE,26829340,0,2330836
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,INGEVITY CORP,COM,45688C107,2973210,69000,SH,SOLE,69000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,INSULET CORP,COM,45784P101,59292364,188721,SH,SOLE,188721,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,INTEL CORP,COM,458140100,1798679232,80298180,SH,SOLE,77164098,0,3134082
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,INTUIT,COM,461202103,1030012894,1307737,SH,SOLE,1283137,0,24600
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IQVIA HLDGS INC,COM,46266C105,85661355,543571,SH,SOLE,536031,0,7540
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,IVANHOE ELECTRIC INC,COM,46578C108,14284198,1574884,SH,SOLE,1574884,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JABIL INC,COM,466313103,743810421,3410410,SH,SOLE,3250910,0,159500
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JACOBS SOLUTIONS INC,COM,46982L108,624365022,4749829,SH,SOLE,4585429,0,164400
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JAMF HLDG CORP,COM,47074L105,171180,18000,SH,SOLE,18000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JELD-WEN HLDG INC,COM,47580P103,73304,18700,SH,SOLE,18700,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JETBLUE AWYS CORP,COM,477143101,11467530,2711000,SH,SOLE,2711000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,JPMORGAN CHASE & CO.,COM,46625H100,1462632769,5045127,SH,SOLE,4924827,0,120300
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,KEYCORP,COM,493267108,29604071,1699430,SH,SOLE,1699430,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,KEYSIGHT TECHNOLOGIES INC,COM,49338L103,104512367,637815,SH,SOLE,611435,0,26380
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,KIRBY CORP,COM,497266106,27428549,241853,SH,SOLE,235553,0,6300
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,KLA CORP,COM NEW,482480100,4013163319,4480277,SH,SOLE,4422497,0,57780
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,499049104,28699830,648877,SH,SOLE,648877,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LESLIES INC,COM,527064109,550543,1311130,SH,SOLE,1311130,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LINDE PLC,SHS,G54950103,245812786,523920,SH,SOLE,523920,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LIVANOVA PLC,SHS,G5509L101,208953667,4641352,SH,SOLE,4448432,0,192920
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LIVE NATION ENTERTAINMENT IN,COM,538034109,119258562,788330,SH,SOLE,775370,0,12960
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LPL FINL HLDGS INC,COM,50212V100,5999520,16000,SH,SOLE,16000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LUCKY STRIKE ENTERTAINMENT C,CL A COM,10258P102,2984597,326900,SH,SOLE,326900,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,LYFT INC,CL A COM,55087P104,73665705,4674220,SH,SOLE,4447450,0,226770
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MARKETAXESS HLDGS INC,COM,57060D108,299117476,1339292,SH,SOLE,1325792,0,13500
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MARQETA INC,CLASS A COM,57142B104,1565938,268600,SH,SOLE,268600,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MARRIOTT INTL INC NEW,CL A,571903202,76231054,279020,SH,SOLE,273120,0,5900
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MARSH & MCLENNAN COS INC,COM,571748102,429152276,1962826,SH,SOLE,1905326,0,57500
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MARVELL TECHNOLOGY INC,COM,573874104,244880829,3163835,SH,SOLE,3128535,0,35300
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MASTERCARD INCORPORATED,CL A,57636Q104,296334002,527341,SH,SOLE,527341,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MATTEL INC,COM,577081102,655064106,33218261,SH,SOLE,32659575,0,558686
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MAXLINEAR INC,COM,57776J100,16892819,1188798,SH,SOLE,1181898,0,6900
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MCDONALDS CORP,COM,580135101,9913328,33930,SH,SOLE,33930,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MEDTRONIC PLC,SHS,G5960L103,39138460,448990,SH,SOLE,446510,0,2480
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MERCK & CO INC,COM,58933Y105,4108404,51900,SH,SOLE,51900,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,META PLATFORMS INC,CL A,30303M102,751028719,1017530,SH,SOLE,1001230,0,16300
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MICRON TECHNOLOGY INC,COM,595112103,3878169220,31465876,SH,SOLE,30954476,0,511400
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MICROSOFT CORP,COM,594918104,4534023965,9115265,SH,SOLE,8918405,0,196860
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MOBILEYE GLOBAL INC,COMMON CLASS A,60741F104,40152936,2233200,SH,SOLE,2233200,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MONGODB INC,CL A,60937P106,219590533,1045719,SH,SOLE,997319,0,48400
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MOOG INC,CL A,615394202,81013030,447660,SH,SOLE,447660,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MORGAN STANLEY,COM NEW,617446448,89556113,635781,SH,SOLE,612885,0,22896
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MURAL ONCOLOGY PUB LTD CO,ORD SHS,G63365103,229216,92800,SH,SOLE,92800,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,MURPHY USA INC,COM,626755102,8105897,19926,SH,SOLE,19926,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NEKTAR THERAPEUTICS,COM NEW,640268306,7744712,299718,SH,SOLE,298852,0,866
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NETAPP INC,COM,64110D104,1189827338,11166845,SH,SOLE,11020545,0,146300
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NETFLIX INC,COM,64110L106,264130001,197240,SH,SOLE,193840,0,3400
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NEUROCRINE BIOSCIENCES INC,COM,64125C109,65866588,524040,SH,SOLE,507080,0,16960
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NEW FORTRESS ENERGY INC,COM CL A,644393100,43600159,13132578,SH,SOLE,12196308,0,936270
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NEWELL BRANDS INC,COM,651229106,80849340,14972100,SH,SOLE,13896980,0,1075120
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NEXTRACKER INC,CLASS A COM,65290E101,417334390,7675821,SH,SOLE,7348195,0,327626
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NICE LTD,SPONSORED ADR,653656108,211138,1250,SH,SOLE,1250,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NIKE INC,CL B,654106103,126176275,1776130,SH,SOLE,1776130,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NLIGHT INC,COM,65487K100,4844015,246139,SH,SOLE,246139,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NMI HLDGS INC,COM,629209305,12872169,305100,SH,SOLE,305100,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NORFOLK SOUTHN CORP,COM,655844108,268789745,1050083,SH,SOLE,1050083,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NORTHERN TR CORP,COM,665859104,988170451,7793757,SH,SOLE,7562667,0,231090
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NORWEGIAN CRUISE LINE HLDG L,SHS,G66721104,34814777,1716705,SH,SOLE,1681305,0,35400
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NOVARTIS AG,SPONSORED ADR,66987V109,1258677530,10401434,SH,SOLE,10283824,0,117610
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NURIX THERAPEUTICS INC,COM,67080M103,2391900,210000,SH,SOLE,210000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NUTANIX INC,CL A,67059N108,218741698,2861613,SH,SOLE,2716013,0,145600
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NVENT ELECTRIC PLC,SHS,G6700G107,43950000,600000,SH,SOLE,600000,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,NVIDIA CORPORATION,COM,67066G104,3210775474,20322650,SH,SOLE,20027020,0,295630
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,OKTA INC,CL A,679295105,158610204,1586578,SH,SOLE,1413478,0,173100
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,OLLIES BARGAIN OUTLET HLDGS,COM,681116109,64387708,488600,SH,SOLE,488600,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ONESTREAM INC,CL A,68278B107,2996970,105900,SH,SOLE,105900,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ORACLE CORP,COM,68389X105,2444895564,11182800,SH,SOLE,10956700,0,226100
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ORASURE TECHNOLOGIES INC,COM,68554V108,228300,76100,SH,SOLE,76100,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,OSI SYSTEMS INC,COM,671044105,72274501,321420,SH,SOLE,321420,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,OTIS WORLDWIDE CORP,COM,68902V107,229168027,2314361,SH,SOLE,2284311,0,30050
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PALO ALTO NETWORKS INC,COM,697435105,205835097,1005840,SH,SOLE,990860,0,14980
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PARSONS CORP DEL,COM,70202L102,25629067,357100,SH,SOLE,301300,0,55800
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PAYPAL HLDGS INC,COM,70450Y103,486234884,6542450,SH,SOLE,6408250,0,134200
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PENUMBRA INC,COM,70975L107,7036795,27420,SH,SOLE,27420,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PERFORMANCE FOOD GROUP CO,COM,71377A103,224929718,2571507,SH,SOLE,2489547,0,81960
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PERIMETER SOLUTIONS INC,COMMON STOCK,71385M107,29197910,2097551,SH,SOLE,2097551,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PG&E CORP,COM,69331C108,8366788,600200,SH,SOLE,600200,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PHILIP MORRIS INTL INC,COM,718172109,166703589,915300,SH,SOLE,915300,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PINTEREST INC,CL A,72352L106,93357924,2603400,SH,SOLE,2603400,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PROGRESSIVE CORP,COM,743315103,357453632,1339480,SH,SOLE,1339480,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,PULMONX CORP,COM,745848101,13376524,5164681,SH,SOLE,4759481,0,405200
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,QUALCOMM INC,COM,747525103,538866882,3383567,SH,SOLE,3308877,0,74690
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RAMBUS INC DEL,COM,750917106,3988446,62300,SH,SOLE,10700,0,51600
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RAYMOND JAMES FINL INC,COM,754730109,1535824483,10013852,SH,SOLE,9807982,0,205870
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,REPLIGEN CORP,COM,759916109,17199018,138278,SH,SOLE,138278,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RESTAURANT BRANDS INTL INC,COM,76131D103,4523630,68240,SH,SOLE,68240,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,REVVITY INC,COM,714046109,131504479,1359641,SH,SOLE,1314451,0,45190
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RHYTHM PHARMACEUTICALS INC,COM,76243J105,308243159,4878037,SH,SOLE,4878037,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RINGCENTRAL INC,CL A,76680R206,10061415,354900,SH,SOLE,354900,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RIVIAN AUTOMOTIVE INC,COM CL A,76954A103,3735081,271840,SH,SOLE,271840,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ROCKWELL AUTOMATION INC,COM,773903109,128228251,386032,SH,SOLE,381282,0,4750
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ROSS STORES INC,COM,778296103,1310080746,10268700,SH,SOLE,10077550,0,191150
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,ROYAL CARIBBEAN GROUP,COM,V7780T103,994428678,3175668,SH,SOLE,3126468,0,49200
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RTX CORPORATION,COM,75513E101,56134760,384432,SH,SOLE,384432,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RXO INC,COMMON STOCK,74982T103,9480355,603076,SH,SOLE,603076,0,0
0001085146-25-004804,,https://www.sec.gov/Archives/edgar/data/763212/000108514625004804/infotable.xml,RYANAIR HOLDINGS PLC,SPONSORED ADR,783513203,58054775,1006672,SH,SOLE,1006672,0,0
